Provider Name,State,City,Claims Paid for Testing,Claims Paid for Treatment,Claims Paid for Vaccine,Georeferenced Column
SOUTHWIND GYNECOLOGY A,TN,MEMPHIS,"$25,303 ",$0 ,$0 ,POINT (-90.052136 35.143378)
ST MARYS REGIONAL MEDI,ME,GRAY,$364 ,$117 ,$0 ,POINT (-70.330687 43.885262)
ROBERT WOOD JOHNSON HE,NJ,NEW BRUNSWICK,$0 ,$490 ,$0 ,POINT (-74.444139 40.495921)
ACUTE CARE SURG MEDICA,CA,JACKSON,$0 ,$105 ,$0 ,POINT (-120.77229500000001 38.347604)
BAYCARE HEALTH SYSTEM,FL,SAINT PETERSBURG,"$738,234 ","$921,878 ",$0 ,POINT (-82.638488 27.772069000000002)
KINGS DAUGHTERS MEDICA,OH,SOUTH POINT,$330 ,$0 ,$0 ,POINT (-82.585539 38.417122)
PHYSICIAN GROUP LC,MO,SAINT LOUIS,$0 ,"$4,573 ",$0 ,POINT (-90.200309 38.630276)
IOWA EMERGENCY SERVICE,IA,CLINTON,"$7,122 ","$5,112 ",$0 ,POINT (-90.190747 41.838935)
CANTON POTSDAM HOSPITA,NY,CANTON,$191 ,$0 ,$0 ,POINT (-75.169226 44.595632)
DR RIAZ CHAUDHRY,NY,NEWBURGH,$0 ,"$34,673 ",$0 ,POINT (-74.021352 41.500705)
MEDCARE URGENT CARE,SC,ANDERSON,"$1,957 ",$104 ,$0 ,POINT (-82.651189 34.49987)
LEE MEMORIAL HEALTH SY,FL,FORT MYERS,"$148,263 ","$1,139,104 ",$0 ,POINT (-81.825769 26.614149)
SAINT THOMAS MEDICAL P,TN,BRENTWOOD,"$9,526 ","$5,774 ",$0 ,POINT (-86.778892 35.995514)
TRS HEALTH INC,TX,STAFFORD,"$3,063 ",$0 ,$0 ,POINT (-95.556901 29.616014)
HEALTHEAST MEDICAL RES,MN,SAINT PAUL,"$22,744 ","$14,719 ",$0 ,POINT (-93.094281 44.943719)
FRANKLIN MEDICAL GROUP,CT,PROSPECT,$192 ,$167 ,$0 ,POINT (-72.979046 41.502629)
MEMORIAL PHYSICIANS PL,WA,YAKIMA,$604 ,$0 ,$0 ,POINT (-120.506093 46.602234)
SINGLETON ASSOCIATES P,TX,ARLINGTON,$0 ,$9 ,$0 ,POINT (-97.10711 32.735594)
CLAYTON COUNTY BOARD O,GA,RIVERDALE,$0 ,"$70,844 ",$0 ,POINT (-84.412534 33.572628)
SAINT FRANCIS HEALTHCA,MO,POPLAR BLUFF,"$27,480 ","$2,981 ",$0 ,POINT (-90.402334 36.764901)
KNOX WINAMAC COMMUNITY,IN,KNOX,$145 ,$0 ,$0 ,POINT (-86.620675 41.28806)
ST VINCENT HOSPITAL,WI,SHEBOYGAN,$0 ,$774 ,$0 ,POINT (-87.712907 43.75088)
FORT DUNCAN REGIONAL M,TX,EAGLE PASS,"$287,709 ","$1,473,340 ",$0 ,POINT (-100.500457 28.706045)
MERCER COUNTY JOINT TO,OH,COLDWATER,"$62,974 ","$196,201 ",$0 ,POINT (-84.628729 40.479765)
SAN YSIDRO HEALTH CENT,CA,ALPINE,$27 ,$0 ,$0 ,POINT (-116.77827699999999 32.837733)
UNIVERSITY PHYSICIANS,AZ,TUCSON,$0 ,$727 ,$0 ,POINT (-110.971225 32.221878)
FLORIDA CLINICAL PRACT,FL,JACKSONVILLE,$156 ,$889 ,$0 ,POINT (-81.65676 30.325968)
TRI COUNTY COMMUNITY H,NC,SMITHFIELD,$0 ,$62 ,$0 ,POINT (-78.341343 35.505917)
COTSWOLD FAMILY PRACTI,NC,CHARLOTTE,$361 ,$187 ,$0 ,POINT (-80.840161 35.222936)
KEY WEST HMA PHYSICIAN,FL,KEY WEST,"$2,230 ","$3,136 ",$0 ,POINT (-81.783642 24.559703)
EMERGENCY MEDICAL ASSO,IL,PALOS HEIGHTS,"$44,092 ","$17,774 ",$0 ,POINT (-87.79891 41.667958)
CAROLINA FAMILY CARE,SC,GREAT FALLS,$64 ,"$1,349 ",$0 ,POINT (-80.902053 34.575305)
BROWNSVILLE SURGERY PL,TX,BROWNSVILLE,$8 ,"$2,337 ",$0 ,POINT (-97.498884 25.903046)
TRINITY CLINIC,TX,WINNSBORO,$0 ,$8 ,$0 ,POINT (-95.290363 32.957329)
SUMNER REGIONAL MEDICA,TN,GALLATIN,"$260,709 ","$471,754 ",$0 ,POINT (-86.44383 36.381608)
HEALTHPOINT FAMILY CAR,KY,FLORENCE,$300 ,$0 ,$0 ,POINT (-84.626609 38.998876)
BAYCARE HEALTH SYSTEM,FL,SAFETY HARBOR,"$234,448 ","$340,379 ",$0 ,POINT (-82.695021 28.005617)
WESTERN CONNECTICUT HE,CT,DANBURY,$0 ,"$3,645 ",$0 ,POINT (-73.451539 41.393666)
EAST PULMONARY AND SLE,NJ,HACKENSACK,$0 ,$151 ,$0 ,POINT (-74.043799 40.881341)
CMC DEPARTMENT OF MEDI,NJ,CAMDEN,$0 ,"$4,151 ",$0 ,POINT (-75.118833 39.945208)
CITIZENS MEMORIAL HOSP,MO,BOLIVAR,"$18,179 ","$59,305 ",$0 ,POINT (-93.41462 37.613929)
GOSHEN MEDICAL CENTER,NC,GOLDSBORO,"$13,147 ",$146 ,$0 ,POINT (-77.999032 35.386634)
GOPATH PATHOLOGY ASSOC,IL,MARION,"$4,500 ",$200 ,$0 ,POINT (-88.94193 37.730788)
RELIABLE CARE MEDICAL,CA,NATIONAL CITY,"$198,179 ","$2,527 ",$0 ,POINT (-117.105196 32.671538)
UTHEALTH EAST TEXAS RE,TX,TYLER,$0 ,"$19,440 ",$0 ,POINT (-95.300644 32.350763)
6 PALO ALTO MEDICAL FO,CA,DANVILLE,$0 ,$141 ,$0 ,POINT (-122.000845 37.822583)
PENINSULA PATHOLOGISTS,CA,BURLINGAME,"$33,750 ",$200 ,$0 ,POINT (-122.36626500000001 37.584195)
LONGMONT UNITED HOSPIT,CO,LONGMONT,"$20,334 ","$158,507 ",$0 ,POINT (-105.101194 40.165729000000006)
NYPMG WESTCHESTER,NY,BRONX,$0 ,"$1,820 ",$0 ,POINT (-73.920265 40.826153)
GREAT LAKES MEDICAL LA,MI,VAN BUREN TWP,$345 ,$0 ,$0 ,POINT (-83.484022 42.219857)
CAREMOUNT MEDICAL PC,NY,BREWSTER,"$8,379 ",$333 ,$0 ,POINT (-73.619612 41.394391)
IOWA PHYSICIANS CLINIC,IA,DES MOINES,$121 ,$61 ,$0 ,POINT (-93.620309 41.588822)
CHILDRENS HOSPITAL PHY,LA,NEW ORLEANS,$0 ,$9 ,$0 ,POINT (-90.074948 29.950621)
WK NORTH PULMONARY AND,LA,SHREVEPORT,$0 ,"$12,321 ",$0 ,POINT (-93.747757 32.51424)
ENH FACULTY PRACTICE A,IL,SKOKIE,"$102,781 ","$57,919 ",$0 ,POINT (-87.754692 42.026307)
OSU INTERNAL MEDICINE,OH,COLUMBUS,$0 ,"$30,982 ",$0 ,POINT (-82.996216 39.962649)
PHYSICIANS CLINIC INC,NE,OMAHA,"$6,856 ","$1,093 ",$0 ,POINT (-95.937195 41.258652)
NORTH SHORE MEDICAL LA,NY,WILLISTON PARK,"$319,757 ","$45,101 ",$0 ,POINT (-73.646016 40.76087)
ROBERT WOOD JOHNSON ME,NJ,NEW BRUNSWICK,$0 ,"$3,642 ",$0 ,POINT (-74.444139 40.495921)
FMC MEDICAL FOUNDATION,TX,CANYON,"$2,651 ",$599 ,$0 ,POINT (-101.927566 34.979872)
MADISON REGIONAL MEDIC,MS,CANTON,"$48,320 ","$89,547 ",$0 ,POINT (-90.03489 32.61386)
CHRISTIANA CARE HEALTH,DE,NEWARK,"$1,398 ","$7,446 ",$0 ,POINT (-75.753614 39.681656)
MALDONADO AND MORENO,GA,JACKSON,$221 ,$165 ,$0 ,POINT (-83.966455 33.294408)
NYPMG QUEENS,NY,BAYSIDE,$220 ,$480 ,$0 ,POINT (-73.777496 40.768299)
RADIOLOGY PHYSICIAN SO,FL,SAINT PETERSBURG,$654 ,"$3,501 ",$0 ,POINT (-82.638488 27.772069000000002)
JOHNSON HEALTH CENTER,VA,LYNCHBURG,$84 ,$0 ,$0 ,POINT (-79.143204 37.414345)
PRIME HEALTHCARE SERVI,PA,EAST NORRITON,"$5,377 ","$478,093 ",$0 ,POINT (-75.340855 40.150245)
CRITICAL CARE ASSOCIAT,FL,BOCA RATON,$0 ,"$13,616 ",$0 ,POINT (-80.08983100000002 26.35052)
ONE MEDICAL,CA,SAN FRANCISCO,$478 ,$0 ,$0 ,POINT (-122.42016799999999 37.780080000000005)
TRINITY MEDICAL CENTER,IL,ROCK ISLAND,"$1,165 ","$1,952 ",$0 ,POINT (-90.583568 41.472348)
PRATT MEDICAL GROUP IN,MA,LOWELL,$0 ,$198 ,$0 ,POINT (-71.3074 42.645426)
ORANGE REGIONAL MEDICA,NY,MIDDLETOWN,$939 ,"$415,347 ",$0 ,POINT (-74.420024 41.445053)
NORTH SHORE LIJ,NY,FRANKLIN SQUARE,$0 ,$249 ,$0 ,POINT (-73.678737 40.7029)
FAIRFAX MEDICAL FACILI,OK,HOMINY,"$3,935 ",$112 ,$0 ,POINT (-96.388999 36.414452)
FLORIDA MEDICAL CLINIC,FL,DADE CITY,$45 ,$40 ,$0 ,POINT (-82.18912 28.364594)
BILLINGS CLINIC HOSPIT,MT,MILES CITY,$155 ,$66 ,$0 ,POINT (-105.847841 46.40649)
MEDICAL COLLEGE OF WIS,WI,MILWAUKEE,$980 ,$689 ,$0 ,POINT (-87.909421 43.041072)
VIRTUA MEDICAL GROUP,NJ,WILLINGBORO,$0 ,"$6,018 ",$0 ,POINT (-74.894147 40.033617)
ANNAPOLIS INFECTIOUS D,MD,ANNAPOLIS,$0 ,"$20,770 ",$0 ,POINT (-76.495683 38.97829)
UNIVERSITY OF UTAH HOM,UT,SALT LAKE CITY,"$5,131,734 ","$1,595,489 ",$0 ,POINT (-111.888142 40.758478)
NES TENNESSEE INC,GA,ATLANTA,$413 ,$122 ,$0 ,POINT (-84.391502 33.748547)
TOWN SQUARE EMERGENCY,MO,CLINTON,"$5,183 ",$64 ,$0 ,POINT (-93.774125 38.3681)
UCHEALTH MEDICAL GROUP,CO,COLORADO SPRINGS,$0 ,$235 ,$0 ,POINT (-104.819798 38.835224)
AMERICAN MEDICAL RESPO,CA,SAN DIEGO,$0 ,"$3,386 ",$0 ,POINT (-117.163817 32.71576)
WYOMING COUNTY HEALTH,NY,WARSAW,"$3,617 ",$0 ,$0 ,POINT (-78.132589 42.740219)
SOUTHEAST ANESTHESIOLO,IN,BEECH GROVE,$0 ,"$1,274 ",$0 ,POINT (-86.081444 39.716512)
EMERGENCY SERVICES OF,OK,OKLAHOMA CITY,"$5,203 ","$1,107 ",$0 ,POINT (-97.521264 35.468494)
EMERGENCY ASSOCIATES C,CA,JOSHUA TREE,$0 ,"$2,175 ",$0 ,POINT (-116.315127 34.126919)
HEALTH SERVICES COMMUN,TX,CENTERVILLE,"$5,832 ",$341 ,$0 ,POINT (-95.977508 31.257937)
EMERGENCY PHYSICIANS O,NJ,NEWARK,"$5,160 ","$1,279 ",$0 ,POINT (-74.174388 40.731507)
SIGNATURE HEALTHCARE B,MA,BROCKTON,"$6,160 ","$22,835 ",$0 ,POINT (-71.019903 42.083299)
MERCY CLINIC PHYSICAL,MO,DES PERES,$659 ,$75 ,$0 ,POINT (-90.442046 38.603314)
IPC HEALTHCARE SERVICE,TX,GEORGETOWN,$0 ,"$2,822 ",$0 ,POINT (-97.676978 30.633249999999997)
SEASIDE EMERGENCY ASSO,CA,VENTURA,"$45,754 ","$18,634 ",$0 ,POINT (-119.293107 34.280832)
AURORA ADVANCED HEALTH,WI,WHITEFISH BAY,$393 ,$0 ,$0 ,POINT (-87.895717 43.114290000000004)
KINGMAN REGIONAL MEDIC,AZ,KINGMAN,$0 ,$108 ,$0 ,POINT (-114.053105 35.188579)
CITY OF MARION AUDITOR,OH,MARION,$0 ,$410 ,$0 ,POINT (-83.131845 40.588544)
MOBILE INFIRMARY MEDIC,AL,MOBILE,"$251,942 ","$398,672 ",$0 ,POINT (-88.044822 30.688943)
VINCERE CANCER LLC,AZ,SCOTTSDALE,"$1,447 ",$0 ,$0 ,POINT (-111.926061 33.494909)
MCHS HOSPITALS INC,WI,MINOCQUA,$60 ,$0 ,$0 ,POINT (-89.71163 45.871285)
RADIOLOGY CONSULT OF I,IA,CEDAR RAPIDS,$0 ,"$1,524 ",$0 ,POINT (-91.669808 41.978122)
COOLIDGE EMERGENCY GRO,LA,LAFAYETTE,"$3,490 ","$7,523 ",$0 ,POINT (-92.018773 30.221260000000004)
CENTRAL OHIO PRIMARY C,OH,CHILLICOTHE,$152 ,$0 ,$0 ,POINT (-82.981776 39.331846)
TRUSTEES OF COLUMBIA U,NY,NEW YORK,$0 ,$119 ,$0 ,POINT (-74.007228 40.713054)
CHRISTIANA CARE HEALTH,DE,NEW CASTLE,"$1,723 ",$477 ,$0 ,POINT (-75.560876 39.660057)
SOUTH FULTON EMERGENCY,GA,EAST POINT,$244 ,$0 ,$0 ,POINT (-84.44137 33.683069)
OPEN HEALTH CARE CLINI,LA,BATON ROUGE,"$1,372 ",$124 ,$0 ,POINT (-91.187488 30.443319000000002)
SOUTHWEST WOMENS HEALT,TX,DICKINSON,"$1,914 ",$593 ,$0 ,POINT (-95.05181200000001 29.460726)
HOKE COUNTY HEALTH DEP,NC,RAEFORD,"$24,572 ",$0 ,$0 ,POINT (-79.224111 34.978744)
PHOEBE WORTH MEDICAL C,GA,SYLVESTER,$208 ,"$57,664 ",$0 ,POINT (-83.837472 31.530652)
GWINNETT HOSPITAL SYST,GA,DULUTH,$0 ,"$11,146 ",$0 ,POINT (-84.145552 34.003794)
CHILDRENS HEALTH CARE,MN,MINNEAPOLIS,$457 ,$54 ,$0 ,POINT (-93.264346 44.977479)
AUSTIN REGIONAL CLINIC,TX,PFLUGERVILLE,"$46,574 ","$2,850 ",$0 ,POINT (-97.620959 30.439923000000004)
MOBILE MED INC,GA,ROME,$0 ,$499 ,$0 ,POINT (-85.180623 34.260461)
NEURO SPECIALISTS OF M,NJ,DOVER,$0 ,$811 ,$0 ,POINT (-74.55945 40.884095)
WASHINGTON HOSPITAL CE,PA,MONACA,$0 ,$148 ,$0 ,POINT (-80.280755 40.691561)
INTEGRIS SOUTHWEST MED,OK,OKLAHOMA CITY,"$314,543 ","$1,334,122 ",$0 ,POINT (-97.521264 35.468494)
GASTROENTEROLOGY ASSOC,NJ,RUTHERFORD,$0 ,$123 ,$0 ,POINT (-74.108525 40.825665)
HEART HEALTH SPECIALIS,MO,CHESTERFIELD,$0 ,$9 ,$0 ,POINT (-90.564272 38.661405)
BRAZOS VALLEY OBSTETRI,TX,BRYAN,$64 ,$0 ,$0 ,POINT (-96.370542 30.670524)
MOUNTAINSTAR CARDIOLOG,UT,SALT LAKE CITY,$0 ,$82 ,$0 ,POINT (-111.888142 40.758478)
UMG HOSPITALIST GROUP,GA,AUGUSTA,$0 ,"$5,987 ",$0 ,POINT (-81.964397 33.472494)
COMMUNITY HEALTH CARE,GA,WARRENTON,$95 ,$0 ,$0 ,POINT (-82.661993 33.407003)
SOUND PHYSICIANS EMERG,KY,ASHLAND,$0 ,$209 ,$0 ,POINT (-82.646675 38.475807)
REGENTS OF THE UNIVERS,CA,LOS ANGELES,$82 ,$0 ,$0 ,POINT (-118.243344 34.052238)
VALOR HEALTH,ID,EMMETT,"$26,286 ","$5,256 ",$0 ,POINT (-116.50005400000002 43.873602)
CONFUCIUS PLAZA MEDICA,NJ,OLD BRIDGE,"$198,075 ",$0 ,$0 ,POINT (-74.357981 40.410118)
ARMSTRONG MEDICAL GROU,TX,WEBSTER,$0 ,"$132,927 ",$0 ,POINT (-95.12788800000001 29.537168999999995)
UNIVERSITY HOSPITAL AN,FL,TAMARAC,"$171,001 ","$723,084 ",$0 ,POINT (-80.270892 26.213242)
NORTH HOUSTON KIDNEY A,TX,HOUSTON,$0 ,"$6,207 ",$0 ,POINT (-95.369506 29.760803)
BLUEPOINT MEDICAL ASSO,VA,WOODBRIDGE,$257 ,$0 ,$0 ,POINT (-77.245654 38.663462)
SE EMERGENCY PHYSICIAN,TN,KNOXVILLE,"$4,689 ","$4,095 ",$0 ,POINT (-83.916677 35.962631)
PHYSICIANS SURGICAL HO,TX,AMARILLO,"$2,345 ",$0 ,$0 ,POINT (-101.832013 35.207009)
ANESTHESIA CONSULTANTS,NJ,BELLE MEAD,$0 ,"$3,294 ",$0 ,POINT (-74.662026 40.468421)
PRIVIA MEDICAL GROUP,MD,WALDORF,$23 ,$0 ,$0 ,POINT (-76.895271 38.637545)
GOLD CROSS EMS,GA,AUGUSTA,$0 ,"$27,322 ",$0 ,POINT (-81.964397 33.472494)
AMERICAN MEDICAL RESPO,FL,MIAMI,$0 ,$375 ,$0 ,POINT (-80.194702 25.775084)
CLINICA CAMPESINA FAMI,CO,WESTMINSTER,$262 ,$152 ,$0 ,POINT (-105.050335 39.863462)
SACRED HEART HEALTH SY,FL,PANAMA CITY BEACH,$75 ,$0 ,$0 ,POINT (-85.889339 30.230503)
PREMIERCARE MEDICAL CL,TX,MESQUITE,"$7,911 ",$0 ,$0 ,POINT (-96.609069 32.774237)
WESTERN MOUNTAIN HOSPI,TX,LUBBOCK,$0 ,$547 ,$0 ,POINT (-101.855113 33.583578)
OSHSNER CLINIC FOUNDAT,LA,NEW ORLEANS,"$62,151 ","$146,205 ",$0 ,POINT (-90.074948 29.950621)
FAIRFAX COUNTY FIRE AN,VA,FAIRFAX,$0 ,"$723,441 ",$0 ,POINT (-77.306292 38.847183)
HEALTHCARE FOR THE MID,OR,THE DALLES,$0 ,$118 ,$0 ,POINT (-121.17888600000002 45.598975)
RUSH OAK PARK PHYSICIA,IL,OAK PARK,$48 ,"$6,473 ",$0 ,POINT (-87.794492 41.88865)
MOUNT CARMEL HEALTH PR,OH,PICKERINGTON,$607 ,$0 ,$0 ,POINT (-82.759011 39.884354)
HATTIESBURG CLINIC,MS,HATTIESBURG,"$122,172 ","$16,105 ",$0 ,POINT (-89.289635 31.326447)
WEST COUNTY RADIOLOGIC,MO,SAINT LOUIS,"$1,561 ",$116 ,$0 ,POINT (-90.200309 38.630276)
IPC PAC HEALTHCARE SER,TX,SAN ANTONIO,$248 ,$625 ,$0 ,POINT (-98.494599 29.425172999999997)
OHIOHEALTH PHYSICIAN G,OH,COLUMBUS,$0 ,$253 ,$0 ,POINT (-82.996216 39.962649)
COUNTY OF SCURRY COUNT,TX,SNYDER,$0 ,"$12,815 ",$0 ,POINT (-100.91719 32.716152)
EXCELCARE MEDICAL ASSO,NJ,RIDGEFIELD,$0 ,$80 ,$0 ,POINT (-74.01034 40.830437)
INTERPATH LABORATORY I,OR,PENDLETON,"$1,671,196 ","$47,489 ",$0 ,POINT (-118.787492 45.672699)
MERCY CLINIC PHYSICAL,MO,SULLIVAN,"$5,280 ",$934 ,$0 ,POINT (-91.16411 38.213599)
REGIONAL DIAGNOSTICS I,NJ,HAMMONTON,$73 ,$98 ,$0 ,POINT (-74.802744 39.636636)
GRAND RIVER EMERGENCY,MI,GRAND RAPIDS,"$54,609 ","$21,654 ",$0 ,POINT (-85.670209 42.965446)
DESOTO COUNTY BOCC,FL,ARCADIA,$0 ,"$1,635 ",$0 ,POINT (-81.863168 27.217635)
ACACIA FAMILY MEDICAL,CA,SALINAS,$0 ,$917 ,$0 ,POINT (-121.65642099999998 36.676795)
PIONEER HEALTH CARE,MS,HATTIESBURG,$0 ,$430 ,$0 ,POINT (-89.289635 31.326447)
BHS PHYSICIANS NETWORK,TX,EL PASO,$0 ,"$2,499 ",$0 ,POINT (-106.492257 31.76006)
ASHEVILLE FAMILY HEALT,NC,ASHEVILLE,"$1,386 ",$73 ,$0 ,POINT (-82.550039 35.59588900000001)
PROVIDENCE HOSPITAL AN,MI,NOVI,"$28,396 ","$85,861 ",$0 ,POINT (-83.474698 42.466585)
ST LUKES PHYSICIAN GRO,PA,BETHLEHEM,$427 ,$684 ,$0 ,POINT (-75.407938 40.632222)
PUNTA GORDA HMA LLC DB,FL,PUNTA GORDA,"$93,360 ","$92,129 ",$0 ,POINT (-82.041018 26.931649)
SOUTHWEST WOMENS HEALT,TX,HOUSTON,$180 ,$0 ,$0 ,POINT (-95.369506 29.760803)
SUTTER MEDICAL FOUNDAT,CA,MODESTO,$551 ,$0 ,$0 ,POINT (-121.00243500000002 37.640735)
ABRAHAM CHERIYAN MD PA,TX,LUFKIN,$0 ,"$20,689 ",$0 ,POINT (-94.727903 31.332913)
FMG PRIMECARE LLC,AL,DOTHAN,"$7,540 ","$2,302 ",$0 ,POINT (-85.391121 31.224296999999996)
CGH MEDICAL CENTER,IL,STERLING,"$57,085 ","$166,781 ",$0 ,POINT (-89.696515 41.788839)
EMERGENCY MEDICINE PRO,FL,NEW SMYRNA BEACH,"$316,080 ","$58,987 ",$0 ,POINT (-80.92375 29.029722000000003)
ABBOTT NORTHWESTERN HO,MN,EDINA,"$22,603 ","$42,710 ",$0 ,POINT (-93.348666 44.910489)
CHW MEDICAL FOUNDATION,CA,CAMARILLO,$0 ,$142 ,$0 ,POINT (-119.05066700000002 34.225403)
LAKELAND REGIONAL HEAL,FL,LAKELAND,"$8,167 ","$44,796 ",$0 ,POINT (-81.954113 28.040507)
INPATIENT CONSULTANTS,IL,HINSDALE,$0 ,"$11,626 ",$0 ,POINT (-87.92723600000001 41.80368500000001)
EMERGENCY GROUP OF ARI,AZ,PHOENIX,"$4,292 ","$2,837 ",$0 ,POINT (-112.072585 33.448204)
INPATIENT MEDICINE PHY,TX,KYLE,$0 ,$242 ,$0 ,POINT (-97.874273 29.987408)
MERCY HOSPITAL OF WILL,OH,WILLARD,"$10,261 ","$6,513 ",$0 ,POINT (-82.723168 41.053111)
AURORA MEDICAL GROUP,WI,MILWAUKEE,"$13,931 ","$14,246 ",$0 ,POINT (-87.909421 43.041072)
VHS OUTPATIENT CLINICS,AZ,PHOENIX,$0 ,$449 ,$0 ,POINT (-112.072585 33.448204)
NEIGHBORHOOD MEDICAL C,NJ,EAST ORANGE,$0 ,"$3,374 ",$0 ,POINT (-74.208445 40.761664)
GEORGIA ANESTHESIOLOGI,GA,MARIETTA,$0 ,$302 ,$0 ,POINT (-84.549051 33.952304)
COLORADO URGENT CARE P,CO,BROOMFIELD,"$658,114 ","$73,142 ",$0 ,POINT (-105.081661 39.923985)
PULMONARY AND SLEEP AS,FL,BOCA RATON,$0 ,"$5,278 ",$0 ,POINT (-80.08983100000002 26.35052)
PHYSICIAN GROUP LC,MO,O FALLON,$0 ,$410 ,$0 ,POINT (-90.699957 38.808644)
GHVHS MEDICAL GROUP PC,NY,MONROE,$0 ,$28 ,$0 ,POINT (-74.177985 41.319875)
BLACK ACRE EMERGENCY P,TX,FORT WORTH,"$13,244 ","$2,267 ",$0 ,POINT (-97.340038 32.739977)
NORTH SHORE PHYSICIANS,MA,ROWLEY,$411 ,$0 ,$0 ,POINT (-70.880662 42.714506)
CLEVELAND CLINIC,OH,JEFFERSON,$0 ,$131 ,$0 ,POINT (-80.769477 41.738314)
WEST TEXAS MEDICAL CEN,TX,DENVER CITY,"$9,613 ","$13,465 ",$0 ,POINT (-102.829233 32.964419)
DUKE UNIV AFFIL PHYSIC,NC,DURHAM,"$5,457 ","$1,022 ",$0 ,POINT (-78.899023 35.996948)
AKRON MERCY MEDICAL CL,IA,SIOUX CITY,$121 ,$74 ,$0 ,POINT (-96.406436 42.496323)
EL CENTRO DE CORAZON,TX,HOUSTON,$759 ,"$2,941 ",$0 ,POINT (-95.369506 29.760803)
WALLER COUNTY EMS,TX,HOUSTON,$0 ,"$5,770 ",$0 ,POINT (-95.369506 29.760803)
MEDICAL ASSOCIATES OF,NJ,WEST NEW YORK,$319 ,"$3,563 ",$0 ,POINT (-74.009287 40.785538)
HABERSHAM COUNTY EMS,GA,CLARKESVILLE,$0 ,"$4,882 ",$0 ,POINT (-83.526788 34.615639)
BANNER PRIMARY CARE PH,AZ,MARICOPA,$92 ,$0 ,$0 ,POINT (-112.045721 33.055807)
FINLEY HOSPITAL,IA,CASCADE,$60 ,$181 ,$0 ,POINT (-91.01481300000002 42.298634)
FAST BEHAVIORAL HEALTH,TX,ARLINGTON,$0 ,"$3,324 ",$0 ,POINT (-97.10711 32.735594)
LINCOLN FAMILY PRACTIC,NC,LINCOLNTON,$488 ,$335 ,$0 ,POINT (-81.240128 35.476429)
THE VANCOUVER CLINIC I,WA,BATTLE GROUND,"$6,897 ",$600 ,$0 ,POINT (-122.547557 45.78065)
TRIHEALTH,OH,BATAVIA,$77 ,"$1,391 ",$0 ,POINT (-84.17955300000001 39.078695)
FACEY MEDICAL FOUNDATI,CA,SIMI VALLEY,$135 ,$0 ,$0 ,POINT (-118.71280400000002 34.286321)
PORTAGE PHYSICIAN PRAC,MI,HOUGHTON,"$3,027 ",$622 ,$0 ,POINT (-88.564482 47.121239)
NORTH JERSEY PRIMARY C,NJ,BAYONNE,$0 ,$243 ,$0 ,POINT (-74.117183 40.669077)
THE PAVILION AT CREEKW,TX,MANSFIELD,"$45,200 ",$0 ,$0 ,POINT (-97.14203200000001 32.563546)
WINDROSE HEALTH NETWOR,IN,TRAFALGAR,$239 ,$291 ,$0 ,POINT (-86.158146 39.415428)
AHN WESTMORELAND PRIMA,PA,VANDERGRIFT,$103 ,$0 ,$0 ,POINT (-79.565774 40.602616)
GREATER JOPLIN AREA EM,MO,JOPLIN,$0 ,"$6,553 ",$0 ,POINT (-94.51224800000001 37.087628)
SAINT FRANCIS MEMORIAL,CA,SAN FRANCISCO,"$21,767 ","$23,333 ",$0 ,POINT (-122.42016799999999 37.780080000000005)
CHRISTIANA CARE HEALTH,DE,CLAYMONT,$77 ,"$5,366 ",$0 ,POINT (-75.459967 39.800891)
FRANCISCAN HEALTHCARE,IN,MUNSTER,"$45,341 ","$108,673 ",$0 ,POINT (-87.508975 41.561282)
GEORGETOWN PULMONARY A,TX,GEORGETOWN,$0 ,"$94,017 ",$0 ,POINT (-97.676978 30.633249999999997)
LONESTAR HOSPITAL MEDI,TX,RICHMOND,$0 ,$520 ,$0 ,POINT (-95.765327 29.576349)
JASPREET S AHUJA MD IN,CA,POMONA,$0 ,"$11,754 ",$0 ,POINT (-117.75004800000002 34.055118)
ALI MOUSSAOUI MD PA,TX,PASADENA,$0 ,"$2,155 ",$0 ,POINT (-95.193333 29.693379)
UNIVERSITY OF PENN MED,PA,ROYERSFORD,$10 ,$450 ,$0 ,POINT (-75.537539 40.186528)
ST FRANCIS HOSPITAL BA,TN,BARTLETT,"$37,549 ","$604,521 ",$0 ,POINT (-89.868475 35.204893)
DELNOR COMMUNITY HOSPI,IL,GENEVA,"$21,107 ","$172,133 ",$0 ,POINT (-88.305095 41.887556)
MERCY HEALTH NORTHWEST,AR,CENTERTON,"$2,658 ",$614 ,$0 ,POINT (-94.284585 36.368823)
SYLACAUGA AMBULANCE SE,AL,SYLACAUGA,$0 ,"$1,729 ",$0 ,POINT (-86.262526 33.169376)
RADIOLOGY ASSOCIATES O,FL,TALLAHASSEE,$659 ,"$3,943 ",$0 ,POINT (-84.278328 30.440741)
CAROLINAS MEDICAL CENT,NC,GASTONIA,$0 ,$551 ,$0 ,POINT (-81.1871 35.26217)
PEARLAND MEDICAL CENTE,TX,PEARLAND,"$249,845 ","$1,991,754 ",$0 ,POINT (-95.286096 29.563689)
TANAGER EMERGENCY PHYS,TX,CARTHAGE,"$3,670 ","$1,639 ",$0 ,POINT (-94.338483 32.156595)
TEXAS EMERGENCY STAFFI,OK,OKLAHOMA CITY,$118 ,$0 ,$0 ,POINT (-97.521264 35.468494)
